Customer_ID,cluster category
33574,1
10089,1
38329,1
11376,1
12410,1
826,1
10364,1
39986,1
11133,1
32747,1
24564,1
40298,1
5642,1
15993,1
33308,1
540,1
34437,1
6605,1
39387,1
1718,1
15389,1
21309,1
7023,1
39072,1
23944,1
38085,1
27666,1
32795,1
18106,1
7096,1
40112,1
23824,1
32219,1
28701,1
20064,1
18842,1
18751,1
37221,1
32199,1
36922,1
23552,1
22381,1
16664,1
24259,1
34557,1
6124,1
10973,1
38705,1
24029,1
18134,1
8512,1
40215,1
1875,1
29032,1
16682,1
39219,1
30044,1
28027,1
28994,1
35849,1
34053,1
36906,1
22994,1
1101,1
14995,1
2434,1
14510,1
2680,1
7598,1
20614,1
12892,1
6579,1
39501,1
30307,1
37678,1
28217,1
39354,1
21385,1
7516,1
10430,1
14547,1
34134,1
24622,1
37597,1
36463,1
17593,1
34270,1
12278,1
32374,1
36747,1
33514,1
26094,1
27854,1
4903,4
16612,1
2686,1
3908,1
28455,1
6147,1
39083,1
5189,1
28580,1
10855,1
23791,1
39374,1
5192,1
19424,1
30329,1
25105,1
29294,1
32434,1
4229,1
40033,1
27419,1
9410,1
36513,1
6503,1
17525,1
18928,1
36312,1
5969,1
8348,1
12083,1
32720,1
22967,1
7184,1
10255,1
37734,1
25390,1
24645,1
35511,1
36822,1
12577,1
21744,1
13159,1
8160,1
10052,1
31705,1
23453,1
22380,1
4167,1
38014,1
19214,1
24421,1
612,1
29791,1
12601,1
17531,1
38485,1
17641,1
21615,1
19521,1
12912,1
6667,1
37036,1
7498,1
21726,1
30558,1
30898,1
19282,1
36324,1
5597,1
15210,1
27699,1
16243,1
37551,1
19607,1
12377,1
24341,1
15173,1
32813,1
20789,1
30603,1
7476,1
21484,1
12347,1
13326,1
36896,1
202,1
24650,1
28563,1
18341,1
15665,1
9000,1
19398,1
12125,1
4582,1
37204,1
6620,1
36455,1
12113,1
11986,1
34825,1
2078,1
13153,1
25415,1
33351,1
14689,1
11042,1
10729,1
13015,1
15371,1
20982,1
30489,1
14127,1
36494,1
17901,1
33694,1
36598,1
36367,1
40660,1
1883,1
21155,1
23416,1
35189,1
20314,1
22183,1
15894,1
38983,1
33209,1
20970,1
35535,1
31303,1
32563,1
37962,1
1061,1
36635,1
16585,1
6152,1
34844,1
5452,1
20712,1
4041,1
35491,1
38206,1
13752,1
37302,1
14549,1
21204,1
33297,1
33388,1
19530,1
40373,1
11484,1
12667,1
5257,1
9205,1
25727,1
28075,1
9325,1
17309,1
1251,1
40276,1
38690,1
6181,1
4735,1
25880,1
23355,1
35099,1
2278,1
8852,1
3771,1
24112,1
17197,1
12954,1
12569,1
33736,1
22252,1
15093,1
31374,1
40508,1
29755,1
36547,1
5883,1
15868,1
2967,1
30760,1
29351,1
5546,1
12010,1
24762,1
3911,1
28949,1
25572,1
39423,1
19264,1
29932,1
33314,1
4098,1
14507,1
17485,1
4913,1
31726,1
37441,1
28012,1
24313,1
37873,1
15947,1
1315,1
3425,1
30157,1
33188,1
28471,1
40160,1
30008,1
18891,1
23510,1
32183,1
18966,1
15668,1
34109,1
3390,1
13953,1
31359,1
23434,1
24742,1
8851,1
7441,1
24458,1
12659,1
27353,1
10894,1
7630,1
16082,1
26747,1
16476,1
39424,1
15786,1
16832,1
23042,1
24996,1
23231,1
9470,1
37006,1
38723,1
5292,1
3148,1
5499,1
6975,1
36722,1
22042,1
32865,1
1660,1
658,1
28328,1
31479,1
33601,1
17799,1
15520,1
13252,1
11367,1
24593,1
23181,1
16052,1
30425,1
17854,1
10141,1
5732,1
11397,1
9992,1
35384,1
9871,1
40450,1
19640,1
14598,1
35327,1
30494,1
5423,1
37779,1
38921,1
28137,1
22092,1
31364,1
39687,1
40246,1
10145,1
26500,1
22702,1
16102,1
10059,1
25170,1
23301,1
23014,1
10574,1
30861,1
7,1
5672,1
35329,1
33403,1
2232,1
25433,1
6157,1
34952,1
17382,1
13468,1
6096,1
36143,1
27568,1
2836,1
6673,1
8099,1
39051,1
39203,1
12381,1
1166,1
6155,1
36727,1
29236,1
28378,1
6275,1
4781,1
33843,1
9024,1
34674,1
39478,1
31384,1
12853,1
2239,1
24371,1
30260,1
20947,1
7972,1
3238,1
2098,1
10422,1
30087,1
8202,1
36755,1
7151,1
27468,1
12828,1
32962,4
32727,1
7945,1
8667,1
17845,1
37825,1
22220,1
29805,1
31961,1
1011,1
4963,1
22321,1
6204,1
39656,1
38452,1
3857,1
33191,1
35346,1
23993,1
35460,1
7671,1
22526,1
33930,1
39334,1
36497,1
2156,1
3744,1
26018,1
28197,1
30572,1
1601,1
2585,1
12947,1
14283,1
15545,1
15861,1
11689,1
18284,1
26600,1
30784,1
18339,1
34453,1
33969,1
16013,1
15070,1
3667,1
21312,1
26467,1
30943,1
8764,1
19722,1
28676,1
30601,1
5036,1
14466,1
1479,1
32090,1
27264,1
26397,1
3445,1
37023,1
14188,1
23628,1
17356,4
16668,1
25297,1
4633,1
36486,1
1044,1
37022,1
30622,1
1413,1
36310,1
13667,1
34895,1
35717,1
24142,1
22253,1
5651,1
32334,1
35477,1
14903,1
18255,1
14864,1
29645,1
37902,1
10851,1
1074,1
34434,1
14992,1
35893,1
15747,1
17564,1
32705,1
3487,1
28754,1
31274,1
25979,1
25393,1
2032,1
4915,1
5781,1
36621,1
39625,1
11465,1
15354,4
32753,1
34840,1
32031,1
13989,1
34046,1
39685,1
31848,1
3215,1
3338,1
36650,1
40550,1
36078,1
10633,1
33910,1
24107,1
2334,1
22479,1
22455,1
24093,1
22659,1
28903,1
39204,1
20021,1
9107,1
17553,1
24350,1
38862,1
31289,1
9682,1
38212,1
28502,1
21567,1
37932,1
37061,1
9540,1
23948,1
10172,1
19218,1
33307,1
37129,1
36127,1
26616,1
12144,1
25258,1
30133,1
21252,1
14684,1
31417,1
4885,1
9108,1
14137,1
23135,1
24966,1
11803,1
24872,1
38545,1
17454,1
33621,1
26508,1
3495,1
30507,1
24814,1
35918,1
35334,1
30862,1
7691,1
30293,1
37524,1
13745,1
10730,1
28373,1
5078,1
32244,1
1112,1
1301,1
5580,1
25908,1
7781,1
5529,1
7594,1
11639,1
25464,1
35221,1
31351,1
26065,1
8777,1
12856,1
12420,1
36724,1
13508,1
7590,1
34341,1
36154,1
27937,1
31670,1
27738,1
24614,1
3236,1
31644,1
38236,1
2934,1
19804,1
36370,1
26039,1
18423,1
25454,1
22197,1
8853,1
10090,1
24473,1
22167,1
22628,1
9568,1
30561,1
8467,1
14224,1
24793,1
10220,1
21428,1
16002,1
9870,1
23640,1
8500,1
21464,1
36119,1
32133,1
5896,1
37320,1
23369,1
26843,1
14889,1
13570,1
33004,1
13965,1
5817,1
3084,1
26738,1
22522,1
29497,1
37030,1
26487,1
16181,1
32605,1
12751,4
17963,1
24769,1
19981,1
27888,1
10970,1
10713,1
4955,1
37371,1
9477,1
26599,1
5092,1
3593,1
40387,1
18312,1
18712,1
12721,1
20147,1
8748,1
35689,1
17813,1
34717,1
33423,1
25558,1
35237,1
23500,1
25774,1
8179,1
9802,1
24215,1
16446,1
34315,1
4585,1
15827,1
730,1
12563,1
3798,1
14962,1
39119,1
9260,1
36894,1
16226,1
19030,1
32530,1
26381,1
6128,1
1771,1
14643,1
36315,1
11537,1
28095,1
9845,1
39577,1
18848,1
35480,1
32418,1
32030,1
37649,1
4992,1
20811,1
40283,1
1961,1
38744,1
758,1
11646,1
37629,1
16358,1
21023,1
20402,4
2578,1
3684,1
19406,1
30122,1
1438,1
2410,1
2716,1
30933,1
13427,1
27862,1
26107,1
8928,1
2062,1
24031,1
2522,1
38489,1
25995,1
22835,1
23197,1
13538,1
7160,1
4150,1
16107,1
22686,1
14860,1
18775,1
34288,1
10469,1
21591,1
288,1
1427,1
23329,1
29894,1
21406,1
17418,1
29503,1
3413,1
36083,1
2252,1
21904,1
21291,1
10002,1
25459,1
35428,1
20044,1
8277,1
23919,1
40250,1
5555,1
15402,1
27437,1
25605,1
39516,1
18187,1
16846,1
10618,1
37594,1
22130,1
40037,1
27933,1
37798,1
29472,1
11998,1
38299,1
2231,1
28496,1
36781,1
30909,1
17591,1
25701,1
11659,1
36275,1
2398,1
7780,1
3521,1
3556,1
10765,1
566,1
21539,1
5900,1
11493,1
27735,1
38383,1
5456,1
13412,1
39499,1
18671,1
19789,1
39555,1
38753,1
28021,1
28694,1
18409,1
6555,1
27806,1
38510,1
24135,1
2176,1
30400,1
22080,1
24944,1
32111,1
14144,1
34761,1
2871,1
6460,1
38577,1
17987,1
17263,4
39741,1
39750,1
11025,1
24278,1
38322,1
39497,1
5265,1
26501,1
8628,1
7307,1
15047,1
32158,1
5561,1
4953,1
12824,1
33564,1
31584,1
31172,1
16726,1
35902,1
25070,1
12427,1
2869,1
21649,1
7218,1
10925,1
36269,1
15299,1
22053,1
20483,1
12116,1
1368,1
2344,1
12664,1
37250,1
40061,1
4747,1
15106,1
32981,1
30673,1
1633,1
17737,1
31134,1
27790,1
30555,1
5336,1
8913,1
24802,1
37954,1
35464,1
384,1
20416,1
39029,1
28772,1
5953,1
21638,1
11624,1
13634,1
15880,1
31444,1
13484,1
31681,1
32415,1
3335,1
3672,1
14763,1
24354,1
7940,1
26229,1
37881,1
33802,1
34091,1
40123,1
29737,1
28061,1
35326,1
6595,1
8019,1
5151,1
6031,1
6926,6
13204,6
12265,6
5297,6
40044,6
26612,6
2529,6
37712,6
39767,6
3171,6
28653,6
40420,6
12360,6
36128,6
24557,6
39820,6
5414,6
32467,6
24523,6
13461,6
40383,6
15810,6
36061,6
19246,6
14749,6
34489,6
1931,6
27275,6
23734,6
6981,6
866,6
21441,6
17154,6
17906,6
6759,6
25663,6
10382,6
32436,6
31560,6
35807,6
35670,6
25115,6
40396,6
16757,6
29694,6
38280,6
20886,6
1191,6
20842,6
5648,6
29083,6
30759,6
29168,6
37259,6
18563,6
8899,6
2727,6
27237,6
6740,6
25472,6
11544,6
15100,6
21836,6
7763,6
18085,6
21063,6
22597,6
36193,6
6495,6
32495,6
38842,6
29982,6
11446,6
3293,6
32000,6
19497,6
27787,6
38447,6
30977,6
21257,6
18495,6
23655,6
11511,6
21545,6
20080,6
11165,6
15195,6
23881,6
21395,6
23208,6
20023,6
52,6
28872,6
24907,6
13881,6
3279,6
36212,6
14216,6
18224,6
36964,6
12302,6
18960,6
23402,6
29798,6
3572,6
4010,6
36018,6
27960,6
7427,6
2177,6
31019,6
1905,6
36631,6
24096,6
12190,6
4680,6
10148,6
11060,6
18832,6
35134,6
30251,6
30235,6
32591,6
27557,6
28753,6
10468,6
35265,6
8808,6
37616,6
27109,6
19806,6
30136,6
7275,6
40118,6
25060,6
34241,6
9223,6
12391,6
18804,6
22286,6
1871,6
36091,6
40546,6
1426,6
29830,6
10811,6
36993,6
1293,6
23937,6
5086,6
38467,6
25720,6
9502,6
21281,6
40399,6
20324,6
17676,6
27821,6
1992,6
29994,6
25132,6
1678,6
12298,6
17019,6
11799,6
10184,6
33279,6
16041,6
38802,6
13661,6
37176,6
37683,6
17815,6
29071,6
30153,6
14712,6
3104,6
38766,6
17304,6
34771,6
14381,6
16642,6
8846,6
30428,6
11422,6
14406,6
13380,6
13150,6
11413,6
31845,6
12562,6
3189,6
23879,6
6619,6
15591,6
6615,6
31115,6
13001,6
40730,6
4027,6
8258,6
19390,6
36308,6
7300,6
9034,6
27849,6
19228,6
37917,6
31932,6
15385,6
13808,2
16270,6
28053,6
12962,6
1541,6
37094,6
15438,6
2731,6
36726,6
27326,6
6879,6
19659,6
27970,6
27534,6
23512,6
2576,6
23327,6
15300,6
26578,6
11026,6
32764,6
28404,6
28677,6
19173,6
26904,6
36074,6
20467,6
2072,6
29972,6
29001,6
35668,6
34212,6
11628,6
9092,6
1986,6
522,6
6636,6
17653,6
22104,6
1672,6
33842,6
8115,6
15500,6
311,6
7033,6
27470,6
33510,6
7994,6
37264,6
40405,6
29014,6
1757,6
17150,6
34147,6
35965,6
16545,6
1077,6
31262,6
9048,6
5992,6
13784,6
9944,6
21537,6
32594,6
23498,6
25537,6
20874,6
15305,6
2181,6
13122,6
22780,6
263,6
32961,6
7385,6
31672,6
33360,6
26914,6
30672,6
1420,6
38838,2
29792,6
13285,6
13031,6
14019,6
266,6
19850,6
13356,6
18989,6
9489,6
3214,6
31331,6
30265,6
29290,6
37829,6
1502,6
29582,6
11541,6
23534,6
32623,6
21022,6
26888,6
10835,6
21791,6
16892,6
22995,6
32311,6
38002,6
33926,6
3614,6
8255,6
29276,6
23335,6
34229,6
15694,6
9727,6
4453,6
32691,6
23093,6
11807,6
9365,6
839,6
37300,6
6761,6
15645,6
15148,6
4914,6
8550,6
24245,6
12461,6
4286,6
14322,6
23643,6
18871,6
29525,6
38661,6
36744,6
28065,6
30197,6
4712,6
35617,6
15006,6
2989,6
2194,6
2346,2
29528,6
38400,6
22705,6
797,6
35360,6
4327,6
9878,6
17632,6
13331,6
34850,6
8364,6
19972,6
21831,6
30821,6
35573,6
34268,6
33219,6
12576,6
35801,6
16028,6
23528,6
13261,6
13579,6
9742,6
28822,6
4574,6
17365,6
16375,6
25386,6
12715,6
15278,6
14207,6
36366,6
14827,6
25319,6
14934,6
4693,6
406,6
36866,6
29316,6
9947,6
18147,6
20284,6
4319,6
6811,6
27979,6
30493,6
10072,6
16820,6
23903,6
24357,6
27285,6
35192,6
24906,6
36291,6
4182,6
35876,6
31129,6
38094,6
31574,6
17550,6
32874,6
24307,6
5659,6
18280,6
33960,6
24936,6
22326,6
24256,6
3502,6
4512,6
37161,6
39469,6
40471,6
7018,6
12609,6
2656,6
22654,6
13184,6
4593,6
33719,6
22722,6
31452,6
6699,6
18263,6
695,6
34399,6
28707,6
2781,6
12944,6
2494,6
14998,6
38567,6
10795,6
18125,6
8502,6
13149,6
22847,6
16316,6
18877,6
30538,6
18426,6
38254,6
30969,6
32248,6
23334,6
10026,6
22210,6
23526,6
4748,6
2123,6
10205,6
35407,6
15814,6
29880,6
2909,6
31807,6
26604,6
33723,6
34064,6
14887,6
12986,6
9344,6
5229,6
36725,6
31515,6
12888,6
36295,6
34072,6
4566,6
37756,6
11366,6
32855,6
4310,6
5603,6
14870,6
35815,6
24571,6
2521,6
9985,6
35771,6
6180,6
5839,6
13998,6
1318,6
1215,6
9238,6
7281,6
2201,6
40515,6
2352,6
9341,6
29081,6
37607,6
10258,6
2405,6
37477,6
22503,6
11710,6
29405,6
32803,6
2279,6
23407,6
28425,6
34530,6
33971,6
9964,2
6156,6
5802,6
15928,6
36977,6
35740,6
11174,6
470,6
8922,6
26245,6
14796,6
37992,6
13087,6
5840,6
16299,6
6287,6
15068,6
30679,6
16218,6
22757,6
12314,6
3042,6
6585,6
18137,6
25838,6
35502,6
26450,6
22890,6
11768,6
11830,6
16398,6
511,6
23332,6
11739,6
5202,6
19992,6
14249,6
15415,6
40186,6
9555,6
22498,6
14865,6
15256,6
25799,6
4127,6
33769,6
35514,6
21239,6
25129,6
32986,6
1902,6
35447,6
27243,6
39582,6
21149,6
11520,6
8570,6
5307,6
2501,6
8061,6
4071,6
11102,6
34413,6
24575,6
16488,6
11349,6
34029,6
10655,6
19161,6
22087,6
40719,6
26591,6
16544,6
27905,6
6254,6
15358,6
39243,6
37516,6
1876,6
36434,6
36022,6
7478,6
28382,6
33658,6
19555,6
30690,6
629,6
18597,6
21375,6
10116,6
33346,6
12370,6
29462,6
4455,6
27338,6
5291,6
11048,6
14159,6
1861,6
33009,6
30398,6
31197,6
8293,6
25951,6
10495,6
25580,6
29892,6
26701,6
11780,6
32670,6
1181,6
14071,6
11838,6
8613,6
7622,6
12860,6
31659,6
28830,6
24785,6
17750,6
27676,6
12670,6
9089,6
26698,6
13622,6
16309,6
27897,6
30367,6
15487,6
39337,6
10229,6
1669,6
36357,6
34827,6
20270,6
18691,6
13307,6
8119,6
571,6
17826,6
10696,6
10497,6
40059,6
9751,6
3766,6
1514,6
12146,6
21725,6
26895,6
2216,6
33844,6
33728,6
17090,6
31511,6
18227,6
27506,6
27983,6
19343,6
32357,6
21231,6
28489,6
37283,6
20541,6
11903,6
32978,6
3916,6
11912,6
9817,6
7073,6
23385,6
19527,6
22316,6
23605,6
40371,6
22931,6
20926,6
23446,6
31696,6
31304,6
38150,6
13277,6
33439,6
34245,6
14162,6
34529,6
24764,6
29406,6
30535,6
22720,6
7100,6
141,6
30460,6
15610,6
4941,6
2976,6
13210,6
23566,6
19943,6
20108,6
24908,6
36480,6
40084,6
37770,6
21303,6
3527,6
24568,6
5274,6
6869,6
22389,6
25752,6
39694,6
34049,6
30650,6
6706,6
30294,6
28624,6
13097,6
8135,6
7209,6
7504,2
11879,6
26796,6
22984,6
31346,6
10800,6
29822,6
39071,6
27747,6
5556,6
1122,6
19455,6
368,6
13090,6
19718,6
36162,6
27056,6
37506,6
28243,6
33899,6
7265,6
6076,6
14983,6
27842,6
30232,6
24016,6
24763,6
19351,6
1744,6
34414,6
27052,6
17385,6
29480,6
8199,6
1195,2
6237,6
26074,6
31028,6
17540,6
21850,6
10119,6
39257,6
40690,6
28207,6
7297,6
34,6
17649,6
4086,6
18269,6
14418,6
35041,6
36934,6
40487,6
30291,6
30536,6
1095,6
5641,6
13731,6
14454,6
20205,6
37830,6
19013,6
24158,6
20902,6
20561,6
25012,6
12599,6
35959,6
13505,6
33097,6
19016,6
17968,6
39761,6
21046,6
533,6
15934,6
20574,6
7378,6
10373,6
23302,6
6896,6
33827,6
29889,6
33099,6
3474,6
32275,6
24434,6
3879,6
29753,6
191,6
40336,6
6325,6
10798,6
39448,6
1570,6
31010,6
25802,6
28226,6
6876,6
39727,6
37125,6
32652,6
18977,6
35028,6
15003,6
20625,6
34186,6
38826,6
17522,6
8705,6
28164,6
31606,6
23630,6
5628,6
21094,6
24827,6
24933,6
31431,6
21024,6
13885,6
8629,6
19626,6
35635,6
4746,6
18748,6
26920,6
2556,6
1062,6
2261,6
31506,6
15619,6
4202,6
32144,6
30112,6
10173,6
6522,2
15942,6
23732,6
25145,6
21342,6
15226,6
30281,6
35798,6
7057,6
39607,6
4427,6
78,6
40449,6
494,6
17629,6
16340,6
30433,6
16860,6
32174,6
34846,6
37991,6
35298,6
1339,6
35736,6
32811,6
9307,6
20528,6
7014,6
38977,6
5121,6
39529,6
3990,6
14624,6
25376,6
14852,6
23127,6
14662,6
12554,6
1650,6
6767,6
17211,6
37749,6
1175,6
7179,6
2940,6
35246,6
22461,6
9714,6
33417,6
33210,6
21489,5
1317,3
24254,5
30848,3
19493,3
10570,5
35201,5
2526,5
27892,5
1999,5
23324,3
7510,3
29712,3
13003,5
26248,3
8778,5
32536,3
708,3
11117,5
38286,5
8645,3
35405,5
26771,5
40328,3
32639,5
6850,5
11478,5
26551,3
38168,3
26957,3
2536,3
24634,3
22315,5
5718,5
20312,3
12898,3
19861,5
27715,3
24661,5
29125,5
5569,5
23480,5
19653,3
36538,3
759,3
8251,5
34609,5
22330,3
15474,3
32898,5
18276,5
31023,3
393,3
20623,5
1584,5
31235,3
29696,5
15374,3
36646,5
3163,5
32070,3
31634,5
4494,3
16788,3
3812,3
27425,3
17483,5
18926,3
3551,5
25350,5
4609,3
3538,5
7903,5
5020,3
6716,5
28430,3
21313,5
30318,5
17110,3
18569,5
31586,3
6987,3
15065,3
4870,5
2591,5
9151,5
12734,3
14747,5
20626,3
11613,5
22676,3
40051,3
33861,5
37019,3
7809,3
39176,5
16445,3
20604,5
12345,3
24409,3
2873,5
11527,5
30104,5
10682,3
1540,5
35459,5
21860,3
35213,3
37838,3
20673,5
37918,3
29853,5
35537,3
29426,3
15872,5
35492,5
19254,5
40312,3
23570,3
16795,5
20781,3
7173,5
2814,5
36106,3
18473,5
32892,3
6266,3
37560,3
12961,5
25531,3
20413,3
130,3
34679,3
21002,3
11958,3
15233,3
38092,3
18633,5
13632,5
5639,5
34237,3
5956,5
29887,5
20076,3
26844,3
9665,3
11246,3
18499,3
21213,3
13648,3
40344,3
31842,5
13567,5
811,5
10700,5
18443,5
20229,3
15569,5
9191,3
29707,5
21317,3
6446,3
39492,3
22171,3
20675,3
33551,3
24653,5
10238,5
9979,5
16249,3
19546,5
40619,5
670,5
17635,3
26554,3
16178,5
38986,3
26318,5
8140,3
9074,5
25646,3
39227,5
2963,3
36969,5
39059,3
9986,3
36234,3
14888,3
33049,5
32942,3
16211,3
34320,3
8473,5
22580,5
24206,3
11650,3
39994,5
14272,3
18091,5
11506,5
18754,3
20744,5
4815,5
25381,5
33651,3
39818,5
28414,5
13125,5
8021,3
36132,5
9688,5
18073,3
22213,3
38215,3
26725,3
21038,5
20778,3
18924,5
7636,3
3809,3
10531,3
33534,5
26218,3
16617,3
21662,5
49,5
31676,3
1200,5
23056,5
7331,3
26044,5
19989,5
14091,5
5376,5
6022,5
33511,5
34416,3
1525,3
27042,3
29904,5
30571,5
11883,5
40411,3
14166,3
11679,5
30192,5
38720,5
3081,3
3761,5
51,5
11213,3
987,5
12011,3
37050,5
21488,3
37334,3
5668,5
9057,1
18078,1
3540,1
15163,1
22185,1
34650,1
15604,1
39817,1
2974,1
30216,1
597,1
30526,1
18859,1
33989,1
19693,1
24923,1
36819,1
4531,1
35653,1
6235,1
34690,1
38406,1
35857,1
20635,1
30479,1
19344,1
22716,1
11255,1
37563,1
37691,1
38907,1
5004,1
32453,1
14320,1
30570,1
21227,1
31890,1
16940,1
20200,1
12165,1
23272,1
27225,1
20650,1
34469,1
39911,1
22159,1
36798,1
23989,1
7678,1
28808,1
5309,1
9005,1
26664,1
13054,1
7109,1
25792,1
16557,1
16827,1
3484,1
28669,1
32688,1
343,1
11886,1
30851,1
12214,1
2017,1
19275,1
6474,1
6743,1
18893,1
5275,1
14936,1
18637,1
35171,1
21642,1
30177,1
16995,1
3657,1
31727,1
23279,1
13443,1
38998,1
37771,1
25797,1
19206,1
7583,1
27701,1
6861,1
7702,1
20153,1
11633,1
18218,1
4543,1
2197,1
1117,1
20835,1
15737,1
8607,1
22530,1
24102,1
3811,1
25910,1
39329,1
27660,1
9922,1
36391,1
3066,1
8124,1
39336,1
11502,1
29073,1
37373,1
38257,1
21178,1
25986,1
10242,1
9185,1
8347,1
16210,1
28300,1
767,1
39684,1
4725,1
31395,1
34711,1
864,1
16510,1
15634,1
24045,1
27158,1
7477,1
27016,1
3646,1
3126,1
2542,1
20222,1
32214,1
18356,1
38600,1
2859,1
18958,1
36149,1
